id,status,urgency,category,category_ar,client_username,client_name,client_phone,worker_username,worker_name,worker_phone,address,latitude,longitude,commission,created_at,accepted_at,completed_at,cancelled_at
9987,COMPLETED,NORMAL,سباكه,سباكه,user487,Ahmed Nabil,01048182550,user3255,Ahmed Rashad,01078786418,197 St,28.513705,32.899987,209.72,2026-03-29 04:03:49,2026-03-29 04:03:49,2026-03-29 12:03:49,
9988,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user2460,Amr Ibrahim,01084558024,user3358,Aya Mohamed,01091551265,49 St,30.527244,30.777909,130.47,2025-04-23 01:43:06,2025-04-23 09:43:06,2025-04-24 07:43:06,
9989,COMPLETED,URGENT,نجاره,نجاره,user4513,Laila Mostafa,01022626119,user4986,Hany Naguib,01028357154,29 St,29.558668,30.910748,85.11,2024-11-25 10:27:36,2024-11-25 11:27:36,2024-11-26 06:27:36,
9990,IN_PROGRESS,URGENT,سباكه,سباكه,user2165,Samar Hussein,01062173273,user2587,Fatma Mohamed,01065622207,82 St,29.248184,33.590403,23.06,2025-12-07 11:55:20,2025-12-07 17:55:20,,
9991,COMPLETED,NORMAL,سباكه,سباكه,user4290,Youssef Naguib,01071938372,user427,Mostafa Tawfik,01084834795,,30.444368,35.560757,167.17,2025-05-27 08:53:21,2025-05-27 14:53:21,2025-05-28 06:53:21,
9992,PENDING,NORMAL,سباكه,سباكه,user3791,Yasmin Kamel,01054954891,user226,Mona Hatem,01020820219,23 St,24.798607,25.915861,126.24,2025-05-07 01:33:05,,,
9993,CANCELLED,HIGH,نجاره,نجاره,user3900,Dina Nabil,01013225980,user2939,Amany Mostafa,01052174665,,29.621462,33.742844,141.29,2025-04-06 16:00:11,2025-04-06 16:00:11,,2025-04-06 18:00:11
9994,COMPLETED,NORMAL,سباكه,سباكه,user1298,Mona Ali,01086246226,user2793,Youssef Kamel,01056126741,,25.805675,31.602867,91.54,2026-04-22 06:43:25,2026-04-22 10:43:25,2026-04-22 23:43:25,
9995,PENDING,NORMAL,سباكه,سباكه,user2597,Ahmed Fouad,01079969907,user2415,Emad Fahmy,01054683274,49 St,30.671318,26.275601,36.71,2024-11-24 05:43:03,,,
9996,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user2185,Emad Ibrahim,01041864002,user3891,Hend Gamal,01029636074,105 St,22.362024,29.576892,85.13,2024-10-10 09:14:12,2024-10-10 11:14:12,2024-10-11 11:14:12,
9997,COMPLETED,HIGH,نجاره,نجاره,user4781,Hassan Said,01094931084,user4986,Hany Naguib,01028357154,143 St,24.182927,26.947037,209.56,2025-01-20 02:01:06,2025-01-20 02:01:06,2025-01-20 12:01:06,
9998,COMPLETED,NORMAL,سباكه,سباكه,user3682,Sara Fouad,01039506361,user2120,Youssef Kamel,01069539153,33 St,25.030965,36.580645,79.03,2025-07-13 02:11:17,2025-07-13 05:11:17,2025-07-13 06:11:17,
9999,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user4519,Mostafa Hussein,01065716292,user3868,Khaled Yasser,01080753585,150 St,25.812699,26.28173,297.06,2025-03-30 13:17:17,2025-03-30 15:17:17,2025-03-31 01:17:17,
10000,IN_PROGRESS,NORMAL,نجاره,نجاره,user3591,Youssef Ibrahim,01081333850,user341,Ahmed Adel,01060228268,,27.35975,33.575257,34.25,2025-02-10 21:44:33,2025-02-11 05:44:33,,
10001,COMPLETED,URGENT,كهرباء,كهرباء,user2281,Salma Shaker,01012185553,user2112,Dina Nabil,01018004248,60 St,22.965504,31.437297,101.83,2025-11-24 08:39:05,2025-11-24 10:39:05,2025-11-24 19:39:05,
10002,PENDING,URGENT,نجاره,نجاره,user4547,Maha Fahmy,01051808750,user3027,Hassan Shaker,01059098767,187 St,22.556522,31.341623,132.65,2025-11-14 16:00:22,,,
10003,IN_PROGRESS,HIGH,نجاره,نجاره,user4473,Mohamed Hatem,01080555669,user2220,Ahmed Hassan,01076554287,142 St,23.124431,30.291116,76.47,2025-09-17 23:38:51,2025-09-18 04:38:51,,
10004,COMPLETED,NORMAL,نجاره,نجاره,user4781,Hassan Said,01094931084,user2595,Ibrahim Rashad,01015009362,181 St,28.727693,30.678631,70.42,2025-12-07 04:21:09,2025-12-07 05:21:09,2025-12-07 16:21:09,
10005,COMPLETED,HIGH,نجاره,نجاره,user2526,Sara Hatem,01059322141,user1105,Maha Nabil,01057475650,61 St,25.608622,25.3125,233.17,2026-04-01 13:55:21,2026-04-01 18:55:21,2026-04-02 03:55:21,
10006,COMPLETED,URGENT,سباكه,سباكه,user2180,Mohamed Hatem,01086638551,user4086,Fatma Khaled,01022298178,,30.781027,25.811351,211.09,2025-01-13 19:46:23,2025-01-13 19:46:23,2025-01-14 01:46:23,
10007,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user2799,Youssef Said,01016291489,user277,Shaimaa Gamal,01080905413,,23.751025,28.471879,37.36,2025-02-25 16:57:26,2025-02-25 22:57:26,2025-02-26 17:57:26,
10008,IN_PROGRESS,HIGH,سباكه,سباكه,user1000,Amany Shaker,01036595298,user755,Ibrahim Omar,01030700047,80 St,25.308962,35.986607,52.28,2025-12-31 18:39:21,2026-01-01 00:39:21,,
10009,IN_PROGRESS,NORMAL,نجاره,نجاره,user3381,Ghada Fahmy,01065495074,user2976,Aya Tawfik,01017208642,150 St,30.129931,26.842585,20.38,2025-06-27 01:35:37,2025-06-27 08:35:37,,
10010,PENDING,HIGH,كهرباء,كهرباء,user3307,Ali Hamdy,01035279301,user978,Hend Kamel,01099618537,5 St,26.952252,25.850004,68.83,2024-12-23 08:16:47,,,
10011,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user850,Hassan Shaker,01041511655,user2583,Rania Shaker,01080574403,183 St,31.255873,30.127958,126.21,2026-04-14 22:43:12,2026-04-14 22:43:12,2026-04-15 16:43:12,
10012,PENDING,URGENT,خدمات منزليه,خدمات منزليه,user3805,Emad Ali,01079953694,user737,Hussein Adel,01079972515,,30.933911,27.614521,192.49,2024-10-08 06:11:45,,,
10013,PENDING,HIGH,نجاره,نجاره,user2531,Mariam Adel,01078168182,user4888,Sherif Ahmed,01025513639,,25.546987,32.329729,25.69,2024-06-17 19:08:09,,,
10014,CANCELLED,URGENT,سباكه,سباكه,user2506,Noha Ibrahim,01086783086,user1945,Dina Youssef,01084108315,84 St,22.19754,25.444831,63.77,2024-11-14 20:09:55,2024-11-15 03:09:55,,2024-11-15 03:09:55
10015,CANCELLED,HIGH,كهرباء,كهرباء,user3290,Amany Hamdy,01023388485,user2218,Karim Adel,01054722088,,26.337543,36.320314,26.2,2024-10-10 02:38:58,2024-10-10 08:38:58,,2024-10-10 10:38:58
10016,PENDING,NORMAL,نجاره,نجاره,user235,Salma Yasser,01023863742,user2731,Yasmin Khaled,01073199846,,31.03278,33.216687,45.22,2025-03-25 16:08:14,,,
10017,PENDING,NORMAL,كهرباء,كهرباء,user3829,Sherif Ahmed,01076107524,user1585,Sara Said,01093721739,81 St,27.33279,26.223099,219.1,2025-09-29 22:03:44,,,
10018,COMPLETED,NORMAL,كهرباء,كهرباء,user1884,Tarek Gamal,01058062483,user2121,Sara Shaker,01030974708,,24.594672,28.201535,186.92,2024-06-13 01:42:09,2024-06-13 09:42:09,2024-06-14 07:42:09,
10019,IN_PROGRESS,URGENT,كهرباء,كهرباء,user1947,Hassan Adel,01012655477,user1462,Aya Mostafa,01079390232,151 St,24.299047,34.052891,234.63,2026-03-11 00:18:09,2026-03-11 01:18:09,,
10020,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user4319,Karim Fouad,01031493955,user3777,Sherif Kamel,01087272259,,27.518968,32.794299,244.97,2024-11-11 05:38:41,2024-11-11 11:38:41,2024-11-11 12:38:41,
10021,COMPLETED,URGENT,سباكه,سباكه,user3694,Karim Ibrahim,01088238815,user3758,Salma Ibrahim,01042763169,188 St,27.755664,34.042563,133.41,2026-04-05 02:46:56,2026-04-05 05:46:56,2026-04-05 19:46:56,
10022,COMPLETED,NORMAL,كهرباء,كهرباء,user2853,Tarek Omar,01091105461,user1901,Maha Naguib,01016727400,28 St,31.397308,25.204145,189.75,2026-02-09 08:07:11,2026-02-09 16:07:11,2026-02-10 10:07:11,
10023,COMPLETED,NORMAL,سباكه,سباكه,user1788,Sherif Fahmy,01077562496,user1471,Emad Mohamed,01098970561,73 St,30.167622,25.162506,95.26,2024-11-27 08:19:47,2024-11-27 16:19:47,2024-11-28 07:19:47,
10024,COMPLETED,NORMAL,كهرباء,كهرباء,user3672,Hend Mostafa,01090449200,user4662,Omar Ahmed,01070192727,,25.789603,35.152266,25.0,2024-06-14 09:31:42,2024-06-14 15:31:42,2024-06-14 16:31:42,
10025,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user18,Hend Khaled,01075151231,user2079,Hussein Omar,01011772524,136 St,22.371213,30.547707,191.16,2025-03-03 20:52:40,2025-03-03 20:52:40,2025-03-03 22:52:40,
10026,COMPLETED,URGENT,نجاره,نجاره,user1988,Yasmin Hatem,01048586233,user265,Nadia Hamdy,01022494970,122 St,22.389684,30.670188,63.62,2024-07-12 12:14:28,2024-07-12 19:14:28,2024-07-13 11:14:28,
10027,COMPLETED,NORMAL,كهرباء,كهرباء,user3918,Salma Ali,01083838156,user1364,Samar Rashad,01027063481,33 St,31.37992,33.59321,28.21,2025-08-14 05:14:44,2025-08-14 10:14:44,2025-08-14 23:14:44,
10028,COMPLETED,NORMAL,نجاره,نجاره,user748,Mahmoud Tawfik,01051567482,user2441,Karim Ibrahim,01076968371,165 St,29.557313,34.081946,28.05,2025-03-06 18:15:37,2025-03-07 00:15:37,2025-03-07 20:15:37,
10029,COMPLETED,URGENT,سباكه,سباكه,user36,Hassan Omar,01078371272,user1022,Ibrahim Omar,01032914336,63 St,23.058774,31.728133,151.35,2024-06-17 22:14:16,2024-06-18 02:14:16,2024-06-18 07:14:16,
10030,COMPLETED,HIGH,نجاره,نجاره,user1673,Noha Ahmed,01011173352,user4985,Reem Hatem,01073839985,97 St,28.253028,25.740397,63.59,2026-01-11 11:48:53,2026-01-11 19:48:53,2026-01-12 11:48:53,
10031,COMPLETED,HIGH,سباكه,سباكه,user375,Amr Rashad,01064923338,user563,Hend Omar,01083305194,58 St,24.270329,32.47068,132.01,2024-08-16 11:08:22,2024-08-16 14:08:22,2024-08-17 01:08:22,
10032,IN_PROGRESS,NORMAL,خدمات منزليه,خدمات منزليه,user1635,Laila Shaker,01039071005,user4362,Samar Mostafa,01012241787,107 St,27.423374,34.632367,65.33,2024-10-28 09:21:27,2024-10-28 09:21:27,,
10033,PENDING,HIGH,كهرباء,كهرباء,user674,Amr Ali,01047281925,user4273,Salma Ibrahim,01081546420,,29.057324,35.134644,266.82,2026-02-11 06:28:50,,,
10034,IN_PROGRESS,URGENT,سباكه,سباكه,user342,Maha Gamal,01047162866,user476,Khaled Hamdy,01045346140,,25.607236,33.00029,73.04,2025-06-24 20:41:10,2025-06-25 04:41:10,,
10035,CANCELLED,NORMAL,سباكه,سباكه,user2582,Rania Youssef,01012741028,user437,Nadia Kamel,01042651583,,24.296208,31.775545,240.0,2024-11-18 12:36:14,2024-11-18 14:36:14,,2024-11-18 16:36:14
10036,IN_PROGRESS,URGENT,كهرباء,كهرباء,user674,Amr Ali,01047281925,user3034,Omar Nabil,01042476984,171 St,27.875035,32.53951,196.84,2025-12-08 04:12:13,2025-12-08 09:12:13,,
10037,COMPLETED,URGENT,نجاره,نجاره,user4151,Hend Rashad,01066706653,user3461,Reem Youssef,01028029931,,30.408986,27.836144,260.63,2024-07-13 02:18:48,2024-07-13 02:18:48,2024-07-13 12:18:48,
10038,PENDING,NORMAL,خدمات منزليه,خدمات منزليه,user1151,Tarek Shaker,01021555506,user4812,Sherif Said,01076375439,34 St,29.933276,33.550271,283.62,2025-02-26 15:43:34,,,
10039,COMPLETED,URGENT,سباكه,سباكه,user4692,Nadia Tawfik,01085642022,user2457,Maha Ahmed,01087246064,58 St,25.398056,35.893243,242.85,2025-07-05 02:39:40,2025-07-05 05:39:40,2025-07-05 15:39:40,
10040,COMPLETED,HIGH,كهرباء,كهرباء,user320,Amany Mohamed,01054438762,user1126,Khaled Naguib,01073554061,96 St,22.503204,34.156433,239.06,2026-03-23 06:06:24,2026-03-23 07:06:24,2026-03-23 20:06:24,
10041,COMPLETED,HIGH,نجاره,نجاره,user2195,Nadia Youssef,01073384034,user821,Mahmoud Hatem,01069332039,128 St,29.312633,29.906172,192.59,2024-08-17 21:35:06,2024-08-18 04:35:06,2024-08-18 23:35:06,
10042,COMPLETED,HIGH,سباكه,سباكه,user1727,Sherif Mohamed,01060510897,user724,Aya Rashad,01099530801,,27.530579,26.191139,84.17,2024-12-24 09:31:32,2024-12-24 16:31:32,2024-12-24 23:31:32,
10043,IN_PROGRESS,HIGH,سباكه,سباكه,user2159,Ahmed Gamal,01092841619,user4091,Youssef Gamal,01021409636,143 St,29.721204,27.17769,247.92,2026-03-11 13:49:24,2026-03-11 15:49:24,,
10044,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user3287,Salma Hatem,01057320034,user1822,Yasmin Mostafa,01036344669,39 St,29.223576,25.056495,266.54,2024-10-09 01:11:42,2024-10-09 09:11:42,2024-10-10 06:11:42,
10045,COMPLETED,URGENT,نجاره,نجاره,user1550,Khaled Said,01082479365,user553,Ibrahim Hatem,01087066247,117 St,29.670679,34.861446,211.11,2024-06-05 10:31:11,2024-06-05 10:31:11,2024-06-06 04:31:11,
10046,COMPLETED,URGENT,كهرباء,كهرباء,user3625,Emad Hussein,01064709401,user2414,Mohamed Ahmed,01012307688,24 St,25.451088,27.031979,203.27,2025-10-25 21:32:36,2025-10-25 23:32:36,2025-10-26 22:32:36,
10047,COMPLETED,HIGH,كهرباء,كهرباء,user4239,Yasmin Omar,01023494319,user1297,Salma Hassan,01022816494,129 St,23.940408,34.219216,131.89,2025-12-17 21:01:14,2025-12-17 21:01:14,2025-12-18 06:01:14,
10048,PENDING,URGENT,نجاره,نجاره,user2851,Salma Ahmed,01083043949,user3456,Ghada Youssef,01069791280,,23.924585,28.93703,239.83,2024-09-05 05:22:27,,,
10049,PENDING,HIGH,كهرباء,كهرباء,user1554,Mahmoud Yasser,01093888349,user2370,Nadia Mohamed,01043056251,,22.32121,31.654227,101.08,2025-01-09 22:34:58,,,
10050,COMPLETED,URGENT,سباكه,سباكه,user2238,Youssef Ahmed,01040318481,user2633,Hany Youssef,01030205031,,25.537834,27.402778,142.62,2024-07-26 19:28:43,2024-07-26 19:28:43,2024-07-26 20:28:43,
10051,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user3936,Mostafa Fouad,01024135842,user1632,Mohamed Said,01075467163,,22.870163,35.642637,244.57,2024-07-17 02:08:25,2024-07-17 05:08:25,2024-07-17 12:08:25,
10052,COMPLETED,URGENT,كهرباء,كهرباء,user4211,Dina Hatem,01011282150,user2520,Dina Hassan,01096243003,100 St,27.336244,28.702563,216.88,2024-09-18 21:41:53,2024-09-19 05:41:53,2024-09-19 13:41:53,
10053,COMPLETED,HIGH,كهرباء,كهرباء,user884,Mostafa Ibrahim,01046158213,user1271,Hany Kamel,01045668920,,24.397741,27.47632,278.15,2025-03-10 18:15:58,2025-03-10 23:15:58,2025-03-11 09:15:58,
10054,COMPLETED,URGENT,نجاره,نجاره,user4327,Amr Fahmy,01063975220,user323,Rania Fouad,01045568288,56 St,24.402928,34.348978,84.37,2024-07-16 11:44:41,2024-07-16 17:44:41,2024-07-16 19:44:41,
10055,IN_PROGRESS,NORMAL,خدمات منزليه,خدمات منزليه,user4039,Amany Hassan,01035825654,user2262,Mariam Tawfik,01039127109,121 St,27.657291,35.561986,39.35,2024-07-17 14:02:32,2024-07-17 20:02:32,,
10056,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user3516,Youssef Fouad,01082423090,user3410,Maha Youssef,01013085086,131 St,22.891632,26.794366,253.88,2025-07-13 21:36:54,2025-07-14 03:36:54,2025-07-14 22:36:54,
10057,COMPLETED,HIGH,سباكه,سباكه,user1548,Hussein Ibrahim,01074529182,user3938,Tarek Kamel,01049311937,,26.944143,35.131434,217.41,2025-06-10 05:32:46,2025-06-10 08:32:46,2025-06-10 23:32:46,
10058,COMPLETED,NORMAL,نجاره,نجاره,user2434,Hany Kamel,01016060961,user4788,Emad Naguib,01027052858,175 St,27.69618,27.624442,91.27,2024-11-09 07:33:43,2024-11-09 13:33:43,2024-11-10 01:33:43,
10059,PENDING,HIGH,خدمات منزليه,خدمات منزليه,user3281,Khaled Gamal,01088294032,user694,Ahmed Omar,01061128589,103 St,27.492659,31.104866,276.78,2024-09-16 05:50:46,,,
10060,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user4779,Emad Nabil,01011978622,user771,Mohamed Rashad,01092470962,174 St,24.900196,32.852056,126.75,2026-02-05 21:32:12,2026-02-05 22:32:12,2026-02-06 07:32:12,
10061,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user3756,Mohamed Ahmed,01054105176,user671,Noha Hussein,01029829822,,24.953213,28.484997,106.73,2025-09-24 01:51:37,2025-09-24 07:51:37,2025-09-24 09:51:37,
10062,COMPLETED,NORMAL,نجاره,نجاره,user4251,Ali Mostafa,01027848125,user1764,Amany Tawfik,01049487002,21 St,27.636759,35.638666,270.43,2025-03-07 23:04:39,2025-03-08 04:04:39,2025-03-08 17:04:39,
10063,IN_PROGRESS,NORMAL,خدمات منزليه,خدمات منزليه,user2070,Laila Omar,01051285310,user491,Mahmoud Nabil,01061210252,,26.14375,32.501001,178.2,2024-11-18 14:23:27,2024-11-18 18:23:27,,
10064,COMPLETED,HIGH,نجاره,نجاره,user869,Aya Rashad,01083552661,user553,Ibrahim Hatem,01087066247,70 St,30.767077,31.067196,170.84,2026-05-11 01:42:40,2026-05-11 05:42:40,2026-05-11 11:42:40,
10065,COMPLETED,URGENT,سباكه,سباكه,user3473,Reem Nabil,01054780993,user1682,Ghada Mostafa,01033150209,77 St,23.244675,33.022188,109.68,2025-08-23 19:34:09,2025-08-24 02:34:09,2025-08-24 17:34:09,
10066,CANCELLED,HIGH,سباكه,سباكه,user824,Youssef Hassan,01024453078,user4131,Hany Adel,01092107937,95 St,23.431551,32.875797,246.04,2026-03-23 07:17:20,2026-03-23 07:17:20,,2026-03-23 09:17:20
10067,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user995,Laila Said,01061411543,user4058,Laila Hamdy,01027741630,,24.397083,34.828874,198.02,2025-04-04 17:31:44,2025-04-04 21:31:44,2025-04-05 12:31:44,
10068,COMPLETED,URGENT,سباكه,سباكه,user3763,Hany Said,01014203574,user2779,Salma Naguib,01038031039,,30.892167,35.344284,141.44,2024-12-04 04:07:27,2024-12-04 06:07:27,2024-12-04 12:07:27,
10069,CANCELLED,URGENT,خدمات منزليه,خدمات منزليه,user1412,Hassan Hussein,01043425940,user459,Noha Gamal,01051562039,,24.944379,34.763847,275.77,2024-10-17 00:37:09,2024-10-17 01:37:09,,2024-10-17 04:37:09
10070,PENDING,NORMAL,سباكه,سباكه,user3514,Emad Kamel,01087457151,user2101,Nadia Omar,01074516360,30 St,27.404513,30.113352,107.44,2025-07-01 12:00:39,,,
10071,IN_PROGRESS,NORMAL,سباكه,سباكه,user2229,Mona Shaker,01025734299,user327,Tarek Hamdy,01032436477,159 St,31.345723,27.390989,245.4,2025-09-24 18:41:40,2025-09-25 02:41:40,,
10072,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user820,Reem Nabil,01020413322,user4866,Ahmed Youssef,01021887286,144 St,29.459487,31.201744,281.76,2025-09-24 08:21:01,2025-09-24 14:21:01,2025-09-24 23:21:01,
10073,IN_PROGRESS,HIGH,خدمات منزليه,خدمات منزليه,user984,Sherif Yasser,01053272417,user4002,Amany Mohamed,01025586327,,30.762532,30.033639,249.03,2026-01-13 16:44:23,2026-01-13 16:44:23,,
10074,PENDING,HIGH,كهرباء,كهرباء,user2553,Hussein Hassan,01031043077,user3160,Sherif Ahmed,01046799764,184 St,28.472438,28.219,161.76,2025-09-11 01:38:45,,,
10075,COMPLETED,URGENT,سباكه,سباكه,user1303,Ali Fouad,01098538069,user688,Hussein Hamdy,01032650041,81 St,28.766704,31.039944,258.96,2025-03-21 20:55:45,2025-03-21 22:55:45,2025-03-22 07:55:45,
10076,IN_PROGRESS,URGENT,خدمات منزليه,خدمات منزليه,user3958,Salma Hatem,01049693496,user2731,Yasmin Khaled,01073199846,51 St,26.842208,33.045324,166.32,2026-04-12 18:45:20,2026-04-12 18:45:20,,
10077,COMPLETED,URGENT,كهرباء,كهرباء,user4519,Mostafa Hussein,01065716292,user3435,Sherif Hamdy,01085654005,93 St,30.164984,32.758192,118.6,2025-06-25 09:03:14,2025-06-25 10:03:14,2025-06-25 12:03:14,
10078,COMPLETED,NORMAL,سباكه,سباكه,user3407,Aya Hassan,01079276290,user3346,Mostafa Ahmed,01094242570,94 St,31.045518,27.337225,111.29,2025-08-02 21:56:39,2025-08-03 00:56:39,2025-08-03 21:56:39,
10079,COMPLETED,HIGH,نجاره,نجاره,user4647,Hassan Kamel,01025752819,user1137,Maha Mohamed,01023733443,109 St,27.198347,27.970946,26.96,2024-06-21 16:48:06,2024-06-21 23:48:06,2024-06-22 12:48:06,
10080,CANCELLED,URGENT,سباكه,سباكه,user4065,Karim Tawfik,01074182780,user2237,Salma Hassan,01063598601,,25.518698,36.563747,276.01,2025-08-22 22:00:46,2025-08-23 06:00:46,,2025-08-23 06:00:46
10081,IN_PROGRESS,URGENT,سباكه,سباكه,user1011,Mostafa Ali,01072834081,user1918,Ibrahim Said,01024682341,,25.02519,31.34708,36.22,2025-12-10 03:32:45,2025-12-10 03:32:45,,
10082,COMPLETED,HIGH,نجاره,نجاره,user4791,Nadia Hamdy,01094933959,user501,Mohamed Naguib,01099057266,98 St,26.373517,25.599665,112.19,2025-07-07 16:23:05,2025-07-07 16:23:05,2025-07-08 08:23:05,
10083,PENDING,NORMAL,خدمات منزليه,خدمات منزليه,user114,Yasmin Shaker,01063516659,user3121,Khaled Nabil,01012107242,138 St,28.847174,36.925813,173.58,2025-09-23 06:33:53,,,
10084,COMPLETED,URGENT,نجاره,نجاره,user4909,Mahmoud Nabil,01021600740,user2000,Laila Yasser,01077416019,,22.735395,29.364036,48.4,2024-12-30 09:19:01,2024-12-30 16:19:01,2024-12-30 21:19:01,
10085,IN_PROGRESS,URGENT,كهرباء,كهرباء,user3808,Ibrahim Youssef,01019192196,user1901,Maha Naguib,01016727400,,29.091128,25.747004,65.12,2026-05-04 08:30:30,2026-05-04 13:30:30,,
10086,PENDING,URGENT,نجاره,نجاره,user4257,Youssef Gamal,01061465683,user3338,Laila Shaker,01098606079,160 St,26.265165,33.584067,95.61,2025-04-24 08:01:29,,,
10087,COMPLETED,HIGH,كهرباء,كهرباء,user1650,Ghada Ali,01073305233,user4755,Mariam Adel,01079855231,133 St,24.755569,25.625663,44.19,2024-07-08 07:12:55,2024-07-08 13:12:55,2024-07-09 02:12:55,
10088,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user3073,Salma Omar,01073600573,user84,Hassan Omar,01065692629,102 St,30.237068,33.408138,91.06,2025-03-12 23:58:49,2025-03-13 03:58:49,2025-03-13 05:58:49,
10089,COMPLETED,HIGH,نجاره,نجاره,user4750,Sara Ali,01057953155,user4914,Mona Gamal,01011592847,133 St,28.670164,31.831226,55.0,2024-08-18 13:22:49,2024-08-18 14:22:49,2024-08-19 13:22:49,
10090,COMPLETED,URGENT,كهرباء,كهرباء,user2577,Reem Nabil,01065788698,user879,Hussein Yasser,01014698329,81 St,22.918721,35.28773,213.33,2025-05-20 10:27:02,2025-05-20 13:27:02,2025-05-21 08:27:02,
10091,COMPLETED,NORMAL,سباكه,سباكه,user2799,Youssef Said,01016291489,user4778,Mohamed Khaled,01037380749,195 St,23.490815,29.341688,26.66,2024-11-06 00:52:57,2024-11-06 05:52:57,2024-11-06 15:52:57,
10092,PENDING,NORMAL,سباكه,سباكه,user4750,Sara Ali,01057953155,user3057,Ghada Shaker,01025108848,,22.343293,29.462568,139.13,2024-10-10 22:01:06,,,
10093,CANCELLED,URGENT,نجاره,نجاره,user270,Youssef Hassan,01051004756,user1794,Maha Rashad,01033773513,66 St,24.264146,25.040468,70.39,2025-11-12 06:09:03,2025-11-12 07:09:03,,2025-11-12 11:09:03
10094,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user4062,Hend Yasser,01084534128,user2287,Emad Ali,01069696559,72 St,28.989881,32.664403,113.53,2025-07-14 15:40:14,2025-07-14 21:40:14,2025-07-15 11:40:14,
10095,COMPLETED,HIGH,سباكه,سباكه,user1910,Yasmin Omar,01083345228,user3991,Maha Youssef,01053313486,,28.289197,33.437332,248.61,2025-05-07 12:18:24,2025-05-07 20:18:24,2025-05-08 17:18:24,
10096,CANCELLED,NORMAL,سباكه,سباكه,user1206,Sara Fouad,01032872059,user4885,Mona Naguib,01012305116,50 St,29.14657,27.943134,97.92,2024-09-26 05:23:00,2024-09-26 12:23:00,,2024-09-26 14:23:00
10097,COMPLETED,NORMAL,كهرباء,كهرباء,user1523,Youssef Fouad,01027916286,user2835,Mona Mostafa,01057123077,,28.262835,25.953636,261.67,2025-05-08 04:47:52,2025-05-08 10:47:52,2025-05-08 16:47:52,
10098,CANCELLED,HIGH,سباكه,سباكه,user2978,Rania Mohamed,01094116630,user1222,Sara Hassan,01057460993,166 St,23.528511,31.119376,116.51,2025-11-30 11:04:59,2025-11-30 17:04:59,,2025-11-30 17:04:59
10099,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user535,Samar Hamdy,01065559839,user126,Yasmin Fahmy,01012799319,115 St,27.860121,33.056342,178.98,2025-03-07 10:55:19,2025-03-07 17:55:19,2025-03-08 17:55:19,
10100,IN_PROGRESS,NORMAL,كهرباء,كهرباء,user3132,Hend Hassan,01053402003,user1585,Sara Said,01093721739,,24.363348,28.242456,184.01,2025-04-30 17:22:18,2025-04-30 23:22:18,,
10101,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user2665,Emad Nabil,01053692745,user3671,Amr Rashad,01063420935,,31.345459,33.638404,175.14,2024-09-19 06:08:31,2024-09-19 10:08:31,2024-09-19 11:08:31,
10102,COMPLETED,URGENT,نجاره,نجاره,user522,Youssef Ahmed,01016886777,user547,Samar Hussein,01081603135,,27.36238,33.045559,84.44,2025-11-09 13:17:52,2025-11-09 20:17:52,2025-11-10 02:17:52,
10103,COMPLETED,HIGH,سباكه,سباكه,user3585,Hassan Yasser,01065875906,user2726,Shaimaa Hassan,01027829404,,23.860061,35.335527,141.48,2025-06-18 22:35:58,2025-06-19 01:35:58,2025-06-19 14:35:58,
10104,CANCELLED,URGENT,كهرباء,كهرباء,user1066,Mohamed Yasser,01061959009,user2474,Hussein Youssef,01062245891,,26.65543,29.811239,26.17,2025-12-07 00:22:39,2025-12-07 08:22:39,,2025-12-07 12:22:39
10105,PENDING,NORMAL,نجاره,نجاره,user3561,Youssef Mostafa,01015762109,user3875,Hany Hussein,01087464714,51 St,28.543927,30.093187,76.91,2025-02-21 16:55:19,,,
10106,COMPLETED,NORMAL,كهرباء,كهرباء,user900,Amany Fouad,01081014138,user4260,Samar Ibrahim,01061584555,,29.637982,28.97774,73.55,2026-01-30 22:05:27,2026-01-30 22:05:27,2026-01-31 19:05:27,
10107,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user3728,Emad Hussein,01064388464,user2038,Salma Tawfik,01078946993,50 St,22.951465,26.54942,231.1,2025-01-12 23:46:58,2025-01-13 00:46:58,2025-01-13 21:46:58,
